,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
6987,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.23
6988,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.23
7010,Wii,2008.0,Adventure,Activision,0.2,0.02,0.0,0.23
7012,Wii,2010.0,Strategy,THQ,0.11,0.1,0.0,0.23
7015,DS,2009.0,Simulation,Ubisoft,0.16,0.01,0.0,0.23
7024,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.23
7028,DS,2006.0,Strategy,THQ,0.19,0.02,0.0,0.23
7034,PSP,2013.0,Sports,Electronic Arts,0.0,0.16,0.0,0.23
7037,DS,2010.0,Adventure,Nintendo,0.0,0.12,0.09,0.23
7038,PSP,2008.0,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.23
7043,Wii,2011.0,Misc,Konami Digital Entertainment,0.15,0.06,0.0,0.23
7050,PC,2015.0,Shooter,Activision,0.0,0.22,0.0,0.23
7053,Wii,2009.0,Action,THQ,0.08,0.12,0.0,0.23
7062,Wii,2008.0,Action,Ubisoft,0.2,0.01,0.0,0.23
7063,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.23
7064,DS,2007.0,Sports,Activision,0.21,0.01,0.0,0.23
7070,DS,2007.0,Action,Nintendo,0.09,0.0,0.13,0.23
7074,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.23
7077,Wii,2008.0,Simulation,Ubisoft,0.21,0.0,0.0,0.23
7078,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.23
7079,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.23
7080,Wii,2006.0,Sports,Nintendo,0.14,0.01,0.07,0.23
7083,Wii,2009.0,Adventure,Activision,0.21,0.0,0.0,0.23
7088,Wii,2010.0,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.23
7100,Wii,2009.0,Simulation,Electronic Arts,0.18,0.03,0.0,0.23
7110,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.23
7115,DS,2007.0,Strategy,Sega,0.2,0.0,0.0,0.23
7118,Wii,2010.0,Action,THQ,0.14,0.07,0.0,0.23
7125,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.23
7129,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.23
7132,DS,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.23
7135,Wii,2008.0,Fighting,Electronic Arts,0.2,0.01,0.0,0.22
7139,DS,2006.0,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.22
7141,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.22
7152,DS,2010.0,Action,THQ,0.17,0.03,0.0,0.22
7153,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.22
7166,DS,2009.0,Platform,Ubisoft,0.2,0.01,0.0,0.22
7168,PSP,2011.0,Sports,Electronic Arts,0.21,0.0,0.0,0.22
7176,DS,2008.0,Adventure,Ubisoft,0.21,0.0,0.0,0.22
7191,Wii,2008.0,Misc,Ubisoft,0.2,0.0,0.0,0.22
7193,Wii,2008.0,Sports,Activision,0.2,0.0,0.0,0.22
7196,Wii,2011.0,Action,THQ,0.19,0.01,0.0,0.22
7197,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.22
7203,Wii,2010.0,Action,THQ,0.19,0.02,0.0,0.22
7205,Wii,2008.0,Action,Ubisoft,0.16,0.01,0.03,0.22
7207,Wii,2010.0,Adventure,Ubisoft,0.12,0.08,0.0,0.22
7211,PC,2015.0,Shooter,Ubisoft,0.12,0.08,0.0,0.22
7215,DS,2009.0,Simulation,Ubisoft,0.2,0.0,0.0,0.22
7228,Wii,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.22
7229,DS,2008.0,Strategy,THQ,0.17,0.03,0.0,0.22
7231,DS,2009.0,Adventure,Ubisoft,0.2,0.0,0.0,0.22
7242,Wii,2009.0,Action,Electronic Arts,0.17,0.03,0.0,0.22
7251,Wii,2008.0,Sports,Electronic Arts,0.19,0.01,0.0,0.22
7252,DS,2009.0,Role-Playing,Sega,0.07,0.06,0.07,0.22
7255,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.22
7257,Wii,2011.0,Misc,THQ,0.2,0.0,0.0,0.22
7267,DS,2009.0,Puzzle,Electronic Arts,0.01,0.19,0.0,0.22
7272,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.22
7277,DS,2006.0,Sports,Electronic Arts,0.2,0.0,0.0,0.22
7282,DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,0.22
7284,DS,2008.0,Misc,THQ,0.2,0.0,0.0,0.22
7307,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.22
7317,Wii,2010.0,Misc,Nintendo,0.2,0.0,0.0,0.21
7324,PSP,2005.0,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.21
7330,DS,2007.0,Sports,Namco Bandai Games,0.0,0.0,0.21,0.21
7335,Wii,2011.0,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.21
7343,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.21
7355,DS,2005.0,Sports,Activision,0.19,0.01,0.0,0.21
7361,Wii,2008.0,Action,THQ,0.19,0.0,0.0,0.21
7367,PSP,2005.0,Sports,Electronic Arts,0.2,0.0,0.0,0.21
7373,DS,2011.0,Strategy,Konami Digital Entertainment,0.1,0.03,0.07,0.21
7388,PSP,2009.0,Fighting,THQ,0.17,0.02,0.0,0.21
7394,Wii,2011.0,Sports,Activision,0.15,0.05,0.0,0.21
7395,PSP,2005.0,Adventure,Ubisoft,0.18,0.01,0.0,0.21
7400,Wii,2010.0,Misc,Namco Bandai Games,0.2,0.0,0.0,0.21
7402,PSP,2010.0,Sports,Sony Computer Entertainment,0.06,0.0,0.13,0.21
7410,PSP,2005.0,Misc,Activision,0.19,0.0,0.0,0.21
7436,Wii,2012.0,Misc,Ubisoft,0.15,0.04,0.0,0.21
7439,DS,2010.0,Role-Playing,Nintendo,0.08,0.04,0.07,0.21
7440,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.21
7443,Wii,2010.0,Action,THQ,0.12,0.07,0.0,0.21
7449,DS,2008.0,Sports,Activision,0.19,0.0,0.0,0.21
7450,DS,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.21,0.21
7454,DS,2007.0,Role-Playing,Namco Bandai Games,0.19,0.0,0.0,0.21
7465,DS,2008.0,Misc,Activision,0.19,0.0,0.0,0.21
7466,PSP,2005.0,Sports,Electronic Arts,0.19,0.0,0.0,0.21
7469,DS,2006.0,Misc,Namco Bandai Games,0.0,0.0,0.21,0.21
7472,Wii,2008.0,Misc,THQ,0.19,0.0,0.0,0.21
7475,DS,2012.0,Action,Activision,0.15,0.04,0.0,0.21
7476,PSP,2009.0,Sports,Electronic Arts,0.19,0.0,0.0,0.21
7478,Wii,2009.0,Simulation,Ubisoft,0.13,0.06,0.0,0.21
7485,PSP,2011.0,Sports,Sega,0.0,0.0,0.21,0.21
7488,DS,2006.0,Racing,Electronic Arts,0.17,0.02,0.0,0.21
7496,Wii,2010.0,Strategy,Ubisoft,0.15,0.04,0.0,0.2
7501,Wii,2010.0,Sports,Activision,0.19,0.0,0.0,0.2
7504,Wii,2011.0,Fighting,THQ,0.11,0.07,0.0,0.2
7515,Wii,2009.0,Action,Sega,0.17,0.02,0.0,0.2
7529,Wii,2011.0,Misc,Ubisoft,0.0,0.17,0.0,0.2
7532,PC,2011.0,Shooter,THQ,0.09,0.09,0.0,0.2
7536,PSP,2012.0,Role-Playing,Sega,0.0,0.0,0.2,0.2
7547,PSP,2010.0,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.2
7555,Wii,2009.0,Action,Namco Bandai Games,0.13,0.03,0.03,0.2
7559,DS,2009.0,Role-Playing,Activision,0.16,0.03,0.0,0.2
7561,PC,2015.0,Action,Ubisoft,0.1,0.08,0.0,0.2
7567,Wii,2009.0,Misc,THQ,0.17,0.02,0.0,0.2
7578,PSP,2012.0,Action,Sega,0.0,0.0,0.2,0.2
7581,PSP,2011.0,Role-Playing,Sega,0.0,0.0,0.2,0.2
7584,DS,2009.0,Simulation,Ubisoft,0.19,0.0,0.0,0.2
7593,DS,2009.0,Misc,Ubisoft,0.19,0.0,0.0,0.2
7610,DS,2010.0,Adventure,Ubisoft,0.13,0.06,0.0,0.2
7625,PSP,2006.0,Sports,Sony Computer Entertainment,0.18,0.0,0.0,0.2
7627,PSP,2010.0,Role-Playing,Sega,0.0,0.0,0.2,0.2
7628,DS,2011.0,Simulation,Activision,0.14,0.04,0.0,0.2
7631,PSP,2005.0,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.2
7638,Wii,2010.0,Racing,THQ,0.15,0.04,0.0,0.2
7639,Wii,2010.0,Misc,Namco Bandai Games,0.0,0.17,0.0,0.2
7641,PC,2012.0,Strategy,Sega,0.07,0.1,0.0,0.2
7657,Wii,2011.0,Sports,THQ,0.12,0.06,0.0,0.2
7661,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.2
7663,DS,2008.0,Misc,Ubisoft,0.0,0.2,0.0,0.2
7666,DS,2008.0,Role-Playing,Sega,0.1,0.02,0.07,0.2
7668,Wii,2011.0,Misc,Ubisoft,0.19,0.0,0.0,0.2
7670,DS,2009.0,Simulation,Electronic Arts,0.18,0.0,0.0,0.2
7671,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.2
7680,PSP,2005.0,Action,Electronic Arts,0.17,0.01,0.0,0.2
7682,PC,2014.0,Role-Playing,Ubisoft,0.07,0.1,0.0,0.2
7683,PSP,2006.0,Shooter,Ubisoft,0.17,0.01,0.0,0.2
7689,Wii,2008.0,Sports,Activision,0.18,0.0,0.0,0.2
7694,Wii,2011.0,Racing,Activision,0.18,0.0,0.0,0.2
7697,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.2
7698,Wii,2008.0,Role-Playing,Sega,0.08,0.0,0.11,0.2
7699,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.2
7701,PSP,2005.0,Sports,Electronic Arts,0.18,0.0,0.0,0.2
7711,DS,2009.0,Action,Activision,0.15,0.03,0.0,0.2
7712,PSP,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.2
7719,Wii,2011.0,Action,THQ,0.15,0.03,0.0,0.2
7723,Wii,2009.0,Action,Konami Digital Entertainment,0.15,0.0,0.03,0.2
7727,DS,2008.0,Misc,THQ,0.18,0.0,0.0,0.2
7754,DS,2005.0,Action,Sega,0.0,0.0,0.19,0.19
7756,DS,2009.0,Simulation,Ubisoft,0.18,0.0,0.0,0.19
7761,PC,2010.0,Shooter,Sega,0.0,0.17,0.0,0.19
7766,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.19
7768,PC,2015.0,Simulation,Electronic Arts,0.05,0.13,0.0,0.19
7775,Wii,2011.0,Misc,THQ,0.14,0.04,0.0,0.19
7777,DS,2010.0,Misc,Konami Digital Entertainment,0.11,0.07,0.0,0.19
7779,PSP,2005.0,Action,Ubisoft,0.16,0.01,0.0,0.19
7781,PSP,2009.0,Action,Activision,0.13,0.03,0.0,0.19
7791,PSP,2010.0,Action,Electronic Arts,0.12,0.03,0.01,0.19
7807,DS,2009.0,Role-Playing,Ubisoft,0.16,0.02,0.0,0.19
7808,Wii,2008.0,Adventure,THQ,0.17,0.01,0.0,0.19
7813,Wii,2009.0,Action,Activision,0.18,0.0,0.0,0.19
7817,DS,2010.0,Action,Activision,0.17,0.01,0.0,0.19
7824,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.19
7826,PC,2013.0,Action,Ubisoft,0.04,0.13,0.0,0.19
7835,Wii,2011.0,Misc,THQ,0.08,0.09,0.0,0.19
7836,DS,2006.0,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.19
7843,PSP,2005.0,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.19
7851,PC,2011.0,Racing,Electronic Arts,0.05,0.11,0.0,0.19
7852,Wii,2009.0,Racing,Ubisoft,0.18,0.0,0.0,0.19
7857,PSP,2009.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.19
7868,DS,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.19,0.19
7869,Wii,2009.0,Adventure,Ubisoft,0.18,0.0,0.0,0.19
7870,Wii,2011.0,Misc,Electronic Arts,0.13,0.04,0.0,0.19
7880,DS,2008.0,Sports,Sega,0.0,0.0,0.19,0.19
7882,DS,2010.0,Misc,THQ,0.18,0.0,0.0,0.19
7887,Wii,2006.0,Misc,Namco Bandai Games,0.12,0.0,0.06,0.19
7894,Wii,2010.0,Sports,Ubisoft,0.14,0.03,0.0,0.19
7901,DS,2009.0,Sports,Nintendo,0.0,0.18,0.0,0.19
7915,DS,2006.0,Puzzle,Nintendo,0.0,0.0,0.19,0.19
7925,DS,2010.0,Puzzle,THQ,0.1,0.07,0.0,0.19
7926,Wii,2007.0,Action,Namco Bandai Games,0.16,0.01,0.0,0.19
7927,DS,2004.0,Misc,Nintendo,0.0,0.0,0.19,0.19
7934,Wii,2009.0,Action,Namco Bandai Games,0.17,0.0,0.0,0.19
7941,Wii,2007.0,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.19
7945,DS,2007.0,Misc,Nintendo,0.0,0.0,0.19,0.19
7949,PC,2008.0,Shooter,Activision,0.02,0.13,0.0,0.19
7955,DS,2009.0,Action,Konami Digital Entertainment,0.0,0.0,0.19,0.19
7968,DS,2008.0,Fighting,THQ,0.15,0.02,0.0,0.19
7977,DS,2006.0,Role-Playing,Nintendo,0.16,0.03,0.0,0.19
7979,Wii,2009.0,Racing,Activision,0.17,0.0,0.0,0.19
7992,PSP,2011.0,Fighting,THQ,0.12,0.04,0.0,0.19
7999,DS,2010.0,Adventure,Namco Bandai Games,0.06,0.11,0.0,0.18
8001,Wii,2009.0,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.18
8005,DS,2010.0,Action,THQ,0.13,0.04,0.0,0.18
8006,DS,2006.0,Simulation,Ubisoft,0.17,0.0,0.0,0.18
8011,Wii,2007.0,Sports,Electronic Arts,0.17,0.0,0.0,0.18
8030,Wii,2011.0,Platform,THQ,0.11,0.06,0.0,0.18
8035,DS,2009.0,Action,Activision,0.17,0.0,0.0,0.18
8040,PC,2009.0,Strategy,THQ,0.0,0.15,0.0,0.18
8056,PC,2011.0,Racing,Ubisoft,0.05,0.1,0.0,0.18
8057,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.18
8059,Wii,2008.0,Misc,Sega,0.09,0.06,0.01,0.18
8061,PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,0.18,0.18
8062,Wii,2011.0,Misc,Activision,0.15,0.02,0.0,0.18
8065,DS,2005.0,Action,Activision,0.17,0.0,0.0,0.18
8069,DS,2011.0,Simulation,Activision,0.13,0.04,0.0,0.18
8070,Wii,2010.0,Misc,Ubisoft,0.0,0.16,0.0,0.18
8090,PSP,2007.0,Action,Activision,0.16,0.0,0.0,0.18
8094,PC,2010.0,Sports,Electronic Arts,0.0,0.14,0.0,0.18
8107,DS,2005.0,Racing,Electronic Arts,0.15,0.02,0.0,0.18
8114,PC,2013.0,Shooter,Sega,0.1,0.06,0.0,0.18
8117,PC,2014.0,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.18
8123,Wii,2008.0,Sports,Activision,0.17,0.0,0.0,0.18
8125,Wii,2011.0,Action,Activision,0.1,0.07,0.0,0.18
8127,PC,2012.0,Shooter,Ubisoft,0.05,0.1,0.0,0.18
8129,DS,2011.0,Action,Sega,0.1,0.06,0.0,0.18
8134,PC,2015.0,Sports,Electronic Arts,0.04,0.13,0.0,0.18
8141,Wii,2008.0,Adventure,Activision,0.08,0.08,0.0,0.18
8165,DS,2008.0,Sports,Electronic Arts,0.14,0.02,0.0,0.18
8166,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.18
8168,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.18
8172,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.18
8173,DS,2008.0,Simulation,Electronic Arts,0.0,0.0,0.18,0.18
8176,Wii,2011.0,Racing,Ubisoft,0.06,0.09,0.0,0.18
8182,DS,2005.0,Platform,Namco Bandai Games,0.16,0.0,0.0,0.18
8184,DS,2008.0,Adventure,THQ,0.16,0.0,0.0,0.18
8191,DS,2010.0,Adventure,THQ,0.17,0.0,0.0,0.18
8202,DS,2007.0,Misc,Ubisoft,0.15,0.02,0.0,0.18
8205,Wii,2008.0,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.18
8211,DS,2009.0,Adventure,Ubisoft,0.16,0.0,0.0,0.17
8215,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.17
8218,DS,2009.0,Adventure,Ubisoft,0.07,0.09,0.0,0.17
8236,DS,2007.0,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.17
8245,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.17
8254,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.17
8258,Wii,2008.0,Sports,Electronic Arts,0.16,0.0,0.0,0.17
8267,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.17
8274,DS,2006.0,Puzzle,Nintendo,0.13,0.03,0.0,0.17
8278,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.17
8295,DS,2006.0,Action,THQ,0.12,0.04,0.0,0.17
8309,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.17
8310,PSP,2008.0,Sports,Activision,0.16,0.0,0.0,0.17
8312,PSP,2007.0,Action,Sony Computer Entertainment,0.07,0.07,0.0,0.17
8316,PSP,2006.0,Sports,Electronic Arts,0.13,0.02,0.0,0.17
8317,PSP,2013.0,Action,Konami Digital Entertainment,0.0,0.03,0.14,0.17
8325,PSP,2008.0,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.17
8336,PSP,2004.0,Misc,Konami Digital Entertainment,0.0,0.0,0.17,0.17
8346,PSP,2010.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.17
8351,PSP,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.17
8353,Wii,2010.0,Misc,Ubisoft,0.16,0.0,0.0,0.17
8359,DS,2008.0,Action,THQ,0.16,0.0,0.0,0.17
8362,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.17
8393,Wii,2010.0,Action,Activision,0.15,0.01,0.0,0.17
8396,DS,2006.0,Fighting,Nintendo,0.02,0.02,0.12,0.17
8399,Wii,2007.0,Sports,Ubisoft,0.15,0.0,0.0,0.17
8403,PSP,2005.0,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.17
8404,DS,2006.0,Platform,Nintendo,0.0,0.0,0.17,0.17
8432,DS,2008.0,Action,Activision,0.15,0.01,0.0,0.17
8438,Wii,2008.0,Platform,Namco Bandai Games,0.11,0.02,0.03,0.17
8451,PC,2012.0,Simulation,Electronic Arts,0.0,0.13,0.0,0.17
8479,PSP,2008.0,Action,Activision,0.12,0.02,0.0,0.16
8481,DS,2011.0,Misc,THQ,0.12,0.03,0.0,0.16
8487,Wii,2011.0,Action,Sega,0.11,0.04,0.0,0.16
8490,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.16
8494,DS,2005.0,Sports,Nintendo,0.11,0.0,0.04,0.16
8501,Wii,2007.0,Racing,Activision,0.15,0.0,0.0,0.16
8504,Wii,2012.0,Action,Activision,0.11,0.04,0.0,0.16
8520,DS,2007.0,Strategy,Sega,0.0,0.0,0.16,0.16
8541,DS,2005.0,Misc,Nintendo,0.0,0.0,0.16,0.16
8545,Wii,2007.0,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.16
8547,PSP,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.16
8569,Wii,2009.0,Sports,Activision,0.15,0.0,0.0,0.16
8573,DS,2008.0,Sports,Ubisoft,0.15,0.0,0.0,0.16
8594,DS,2009.0,Puzzle,Ubisoft,0.0,0.15,0.0,0.16
8595,DS,2010.0,Action,Namco Bandai Games,0.05,0.02,0.08,0.16
8598,PC,2014.0,Racing,Ubisoft,0.0,0.15,0.0,0.16
8599,PSP,2008.0,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.16
8606,DS,2010.0,Simulation,THQ,0.15,0.0,0.0,0.16
8608,DS,2008.0,Sports,Ubisoft,0.14,0.01,0.0,0.16
8609,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.16
8613,DS,2009.0,Action,THQ,0.08,0.07,0.0,0.16
8616,PC,2011.0,Shooter,Electronic Arts,0.07,0.07,0.0,0.16
8619,PSP,2011.0,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.16
8629,Wii,2008.0,Action,THQ,0.15,0.0,0.0,0.16
8635,DS,2007.0,Misc,Ubisoft,0.12,0.03,0.0,0.16
8636,Wii,2010.0,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.16
8648,Wii,2011.0,Misc,Electronic Arts,0.1,0.04,0.0,0.16
8650,PSP,2009.0,Sports,Sega,0.0,0.0,0.16,0.16
8665,PSP,2010.0,Misc,Ubisoft,0.11,0.03,0.0,0.16
8666,Wii,2007.0,Adventure,Electronic Arts,0.14,0.0,0.0,0.16
8668,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.16
8670,DS,2006.0,Adventure,THQ,0.14,0.01,0.0,0.16
8674,Wii,2009.0,Misc,Activision,0.14,0.0,0.0,0.16
8675,DS,2010.0,Misc,THQ,0.14,0.01,0.0,0.16
8681,Wii,2012.0,Action,THQ,0.12,0.02,0.0,0.16
8685,DS,2005.0,Puzzle,Ubisoft,0.1,0.02,0.03,0.16
8689,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.16
8690,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.16
8695,Wii,2008.0,Misc,Activision,0.14,0.0,0.0,0.16
8701,DS,2009.0,Action,Activision,0.14,0.0,0.0,0.16
8702,DS,2009.0,Simulation,Ubisoft,0.15,0.0,0.0,0.16
8705,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.16
8714,DS,2010.0,Action,Ubisoft,0.14,0.01,0.0,0.16
8719,DS,2007.0,Fighting,Sega,0.12,0.02,0.0,0.15
8728,DS,2009.0,Racing,Activision,0.13,0.02,0.0,0.15
8731,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.15
8739,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.15
8744,PSP,2006.0,Sports,Electronic Arts,0.07,0.06,0.0,0.15
8761,PSP,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.15
8771,PSP,2009.0,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.15
8780,Wii,2009.0,Shooter,Activision,0.14,0.0,0.0,0.15
8792,DS,2005.0,Action,THQ,0.13,0.01,0.0,0.15
8793,PC,2010.0,Action,THQ,0.07,0.06,0.0,0.15
8796,Wii,2010.0,Sports,Namco Bandai Games,0.14,0.0,0.0,0.15
8807,DS,2010.0,Action,Activision,0.11,0.03,0.0,0.15
8808,PSP,2012.0,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.15
8819,PSP,2005.0,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.15
8822,PC,2011.0,Simulation,Electronic Arts,0.05,0.08,0.0,0.15
8830,PSP,2007.0,Adventure,Namco Bandai Games,0.0,0.0,0.15,0.15
8837,Wii,2007.0,Action,Activision,0.13,0.01,0.0,0.15
8853,PSP,2010.0,Action,Activision,0.09,0.04,0.0,0.15
8855,PSP,2011.0,Role-Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.15
8868,DS,2009.0,Simulation,Ubisoft,0.14,0.0,0.0,0.15
8874,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.15
8878,Wii,2007.0,Racing,Activision,0.13,0.0,0.0,0.15
8892,Wii,2011.0,Racing,Activision,0.1,0.04,0.0,0.15
8901,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.15
8905,DS,2004.0,Racing,Namco Bandai Games,0.14,0.0,0.0,0.15
8907,Wii,2008.0,Adventure,Sega,0.14,0.0,0.0,0.15
8913,DS,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.15
8915,Wii,2008.0,Sports,THQ,0.14,0.0,0.0,0.15
8930,DS,2007.0,Misc,Ubisoft,0.13,0.01,0.0,0.15
8944,DS,2005.0,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.15
8949,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.15
8960,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.15
8962,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.15,0.15
8972,DS,2010.0,Misc,Activision,0.14,0.0,0.0,0.15
8973,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.15
8976,DS,2008.0,Misc,Electronic Arts,0.13,0.0,0.0,0.15
8979,DS,2004.0,Sports,Electronic Arts,0.13,0.0,0.0,0.15
8984,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.15
8985,DS,2010.0,Misc,THQ,0.14,0.0,0.0,0.15
8989,DS,2013.0,Action,Activision,0.0,0.13,0.0,0.15
8993,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.14
9000,DS,2006.0,Misc,Namco Bandai Games,0.02,0.0,0.13,0.14
9018,Wii,2011.0,Action,THQ,0.08,0.05,0.0,0.14
9022,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.14,0.14
9028,DS,2008.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.14
9034,PSP,2009.0,Action,Electronic Arts,0.11,0.02,0.0,0.14
9035,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.14
9039,DS,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.14
9042,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.14
9054,Wii,2008.0,Action,THQ,0.13,0.0,0.0,0.14
9055,PC,2000.0,Strategy,Ubisoft,0.02,0.1,0.0,0.14
9062,PC,2007.0,Shooter,Electronic Arts,0.0,0.11,0.0,0.14
9064,Wii,2007.0,Fighting,Ubisoft,0.07,0.0,0.06,0.14
9074,PSP,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.14
9082,PSP,2004.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.14
9083,Wii,2007.0,Misc,Ubisoft,0.13,0.0,0.0,0.14
9099,PSP,2005.0,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.14
9113,DS,2004.0,Puzzle,Nintendo,0.08,0.0,0.05,0.14
9116,DS,2009.0,Racing,THQ,0.13,0.0,0.0,0.14
9138,PSP,2005.0,Strategy,Electronic Arts,0.11,0.02,0.0,0.14
9142,PSP,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.14
9172,DS,2007.0,Racing,Activision,0.13,0.0,0.0,0.14
9187,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.14
9194,DS,2011.0,Misc,Activision,0.1,0.02,0.0,0.14
